user_id,event_date,model_id_1,model_name_1,model_name_2,model_id_2,product_name_1,product_name_2,Customer_ID,UID
1584714,20230305,67,HR-V L,RS,29,HR-V,City,1584714,968941616
9195220,20231110,240,e:HEV RS,L AWD,241,CR-V,CR-V,9195220,939422633
6599823,20230128,103,CR-V L,HR-V G,66,CR-V,HR-V,6599823,396369526
7150514,20231211,112,G,HR-V G,66,City,HR-V,7150514,985689361
9211201,20231004,2,Accord,Accord,2,Accord,Accord,9211201,913334489
364412,20231022,103,CR-V L,CR-V G,31,CR-V,CR-V,364412,983377970
577092,20210324,29,RS,Civic E,27,City,Civic,577092,362664339
11343,20230131,67,HR-V L,HR-V RS,191,HR-V,HR-V,11343,972421968
6326,20221111,198,Civic Type R,Civic E,27,Civic Type R,Civic,6326,903122161
3991911,20210320,18,Brio RS,G,112,Brio,City,3991911,913672989
6438918,20231002,66,HR-V G,BR-V L,231,HR-V,BR-V,6438918,982848283
9149897,20230921,67,HR-V L,RS,29,HR-V,City,9149897,968878720
3263542,20221101,67,HR-V L,Civic E,27,HR-V,Civic,3263542,905119179
5923836,20230615,112,G,Civic E,27,City,Civic,5923836,828100039
714711,20230727,232,BR-V G,HR-V RS,191,BR-V,HR-V,714711,963637658
8977275,20230909,67,HR-V L,HR-V RS,191,HR-V,HR-V,8977275,789221682
5404931,20221120,198,Civic Type R,Accord,2,Civic Type R,Accord,5404931,392677123
406397,20230317,112,G,L,28,City,City,406397,911009898
2843005,20230928,26,Civic G,Civic RS,25,Civic,Civic,2843005,912324223
1412508,20210817,103,CR-V L,CR-V L,103,CR-V,CR-V,1412508,912458316
1933059,20240113,112,G,Civic E,27,City,Civic,1933059,974042052
6478732,20220618,27,Civic E,G,112,Civic,City,6478732,947688604
7667105,20230309,112,G,G,112,City,City,7667105,373798009
188433,20231212,29,RS,L,28,City,City,188433,907676768
10000576,20240116,29,RS,HR-V G,66,City,HR-V,10000576,946322220
6614236,20220610,27,Civic E,G,112,Civic,City,6614236,823586839
6728155,20221202,26,Civic G,Civic Type R,198,Civic,Civic Type R,6728155,396973988
3489255,20230312,191,HR-V RS,CR-V LSE (Phiên Bản Đặc Biệt),135,HR-V,CR-V,3489255,984833119
1171277,20240204,243,G,L AWD,241,CR-V,CR-V,1171277,933018264
5366561,20211129,67,HR-V L,RS,29,HR-V,City,5366561,917981981
1614066,20230707,191,HR-V RS,HR-V G,66,HR-V,HR-V,1614066,936468366
6319984,20230901,232,BR-V G,BR-V G,232,BR-V,BR-V,6319984,909601858
10615,20211211,32,CR-V E,CR-V L,103,CR-V,CR-V,10615,983313922
7667105,20221207,198,Civic Type R,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic Type R,CR-V,7667105,373798009
7470227,20221105,198,Civic Type R,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic Type R,CR-V,7470227,987568485
2495524,20230906,232,BR-V G,G,112,BR-V,City,2495524,0
1171277,20240204,243,G,G,243,CR-V,CR-V,1171277,933018264
6123528,20220422,2,Accord,Civic RS,25,Accord,Civic,6123528,989451592
12411,20220819,67,HR-V L,HR-V L,67,HR-V,HR-V,12411,937958386
4423112,20210831,67,HR-V L,CR-V LSE (Phiên Bản Đặc Biệt),135,HR-V,CR-V,4423112,983256816
3296003,20210312,27,Civic E,Civic E,27,Civic,Civic,3296003,917686779
9157385,20230925,191,HR-V RS,RS,29,HR-V,City,9157385,0
3407080,20210127,66,HR-V G,Civic G,26,HR-V,Civic,3407080,903435840
1745693,20230911,29,RS,L,28,City,City,1745693,1696677777
5305426,20231129,112,G,G,112,City,City,5305426,912896386
7324690,20230302,2,Accord,Civic Type R,198,Accord,Civic Type R,7324690,941431975
7930800,20230307,66,HR-V G,CR-V LSE (Phiên Bản Đặc Biệt),135,HR-V,CR-V,7930800,939114824
5902685,20220522,25,Civic RS,CR-V G,31,Civic,CR-V,5902685,797850987
8235370,20230415,198,Civic Type R,Civic E,27,Civic Type R,Civic,8235370,976777667
7413039,20221024,191,HR-V RS,HR-V RS,191,HR-V,HR-V,7413039,982209979
5746912,20230510,112,G,Civic Type R,198,City,Civic Type R,5746912,375883988
8112,20231220,243,G,e HEV RS,240,CR-V,CR-V,8112,989347053
3918429,20231026,231,BR-V L,HR-V G,66,BR-V,HR-V,3918429,937835068
4619880,20220605,32,CR-V E,CR-V G,31,CR-V,CR-V,4619880,933550669
6801307,20230704,66,HR-V G,HR-V G,66,HR-V,HR-V,6801307,918311222
9626355,20231204,28,L,G,112,City,City,9626355,344983359
1579785,20221225,27,Civic E,Civic E,27,Civic,Civic,1579785,335563346
8716117,20230722,112,G,L,28,City,City,8716117,944388968
9605442,20240125,191,HR-V RS,HR-V G,66,HR-V,HR-V,9605442,982593032
3171978,20230706,103,CR-V L,CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,3171978,916818464
6508586,20231028,232,BR-V G,BR-V G,232,BR-V,BR-V,6508586,972261256
7373192,20230406,27,Civic E,Civic E,27,Civic,Civic,7373192,965287957
2439955,20220521,135,CR-V LSE (Phiên Bản Đặc Biệt),Accord,2,CR-V,Accord,2439955,907984856
5186304,20220624,67,HR-V L,Civic E,27,HR-V,Civic,5186304,919876664
7141429,20230416,198,Civic Type R,Civic E,27,Civic Type R,Civic,7141429,985363448
45838,20220909,31,CR-V G,CR-V L,103,CR-V,CR-V,45838,905565607
6185368,20220517,27,Civic E,Brio G,17,Civic,Brio,6185368,837630704
2745618,20220409,26,Civic G,Civic RS,25,Civic,Civic,2745618,977225990
9211356,20231003,29,RS,L,28,City,City,9211356,984449893
19701,20231228,242,L,G,243,CR-V,CR-V,19701,905818739
1305400,20210327,67,HR-V L,RS,29,HR-V,City,1305400,914364624
5671548,20230707,112,G,RS,29,City,City,5671548,964930828
8501104,20230707,28,L,RS,29,City,City,8501104,964022785
2939261,20220607,32,CR-V E,CR-V E,32,CR-V,CR-V,2939261,962512450
6187933,20221219,27,Civic E,Civic E,27,Civic,Civic,6187933,977833345
7667105,20221208,32,CR-V E,Civic RS,25,CR-V,Civic,7667105,373798009
1176048,20221014,25,Civic RS,HR-V RS,191,City,HR-V,1176048,979717956
8112,20240130,27,Civic E,Civic RS,25,Civic,Civic,8112,989347053
18512,20220918,67,HR-V L,HR-V RS,191,HR-V,HR-V,18512,909658304
3664706,20210518,25,Civic RS,G,112,Civic,City,3664706,982267798
1288113,20211125,29,RS,Brio G,17,City,Brio,1288113,979899036
9186959,20231108,27,Civic E,RS,29,Civic,City,9186959,333988789
225318,20220511,27,Civic E,Accord,2,Civic,Accord,225318,939952777
739681,20231124,112,G,HR-V G,66,City,HR-V,739681,932013305
2462379,20230819,231,BR-V L,G,112,BR-V,City,2462379,939594484
3165503,20220623,67,HR-V L,CR-V E,32,HR-V,CR-V,3165503,933618981
1068522,20220925,67,HR-V L,HR-V L,67,HR-V,HR-V,1068522,987559322
3554866,20221231,29,RS,Civic E,27,City,Civic,3554866,989009596
4266178,20231018,198,Civic Type R,Accord,2,Civic Type R,Accord,4266178,979689180
4361909,20220924,191,HR-V RS,HR-V L,67,HR-V,HR-V,4361909,934435662
471301,20200719,28,City L,Civic RS,25,City,Civic,471301,984621210
8977275,20230918,232,BR-V G,BR-V G,232,BR-V,BR-V,8977275,789221682
6541754,20220531,20,Brio RS 2 màu,Brio RS 2 màu,20,Brio,Brio,6541754,977289069
9605442,20240125,191,HR-V RS,Civic RS,25,HR-V,Civic,9605442,982593032
1047643,20221202,31,CR-V G,Civic E,27,CR-V,Civic,1047643,907775527
52598,20230817,231,BR-V L,HR-V RS,191,BR-V,HR-V,52598,917099185
1013933,20221016,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V E,32,CR-V,CR-V,1013933,975090768
5147721,20230910,191,HR-V RS,Civic RS,25,HR-V,Civic,5147721,904453897
7916989,20230515,26,Civic G,Civic E,27,Civic,Civic,7916989,966650947
3655064,20220715,67,HR-V L,CR-V E,32,HR-V,CR-V,3655064,919691838
118235,20220522,25,Civic RS,RS,29,Civic,City,118235,985292179
2789259,20221215,66,HR-V G,HR-V RS,191,HR-V,HR-V,2789259,912050071
1232189,20221026,26,Civic G,Civic RS,25,Civic,Civic,1232189,937782818
161223,20230905,29,RS,G,112,City,City,161223,966175561
42568,20221220,26,Civic G,Civic RS,25,Civic,Civic,42568,975360089
8077844,20230715,29,RS,HR-V G,66,City,HR-V,8077844,987683595
7503348,20230106,27,Civic E,Civic RS,25,Civic,Civic,7503348,389446446
2249,20221116,198,Civic Type R,G,112,Civic Type R,City,2249,912862326
5119238,20220123,112,G,Civic G,26,City,Civic,5119238,913065133
4495356,20230224,66,HR-V G,HR-V G,66,HR-V,HR-V,4495356,971043379
10615,20231106,243,G,e:HEV RS,240,CR-V,CR-V,10615,983313922
8211321,20231203,112,G,HR-V G,66,City,HR-V,8211321,983325324
9593746,20231203,2,Accord,HR-V RS,191,Accord,HR-V,9593746,919917888
3664706,20210626,2,Accord,Accord,2,Accord,Accord,3664706,982267798
2865100,20210109,103,CR-V L,CR-V L,103,CR-V,CR-V,2865100,963741780
944566,20221105,26,Civic G,Civic E,27,Civic,Civic,944566,944621900
16103,20221008,27,Civic E,Civic E,27,Civic,Civic,16103,982353710
4495356,20230318,67,HR-V L,HR-V RS,191,HR-V,HR-V,4495356,971043379
90138,20201201,112,G,Civic RS,25,City,Civic,90138,943817700
4131719,20230713,26,Civic G,Civic E,27,Civic,Civic,4131719,963480461
4263382,20221215,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V G,31,CR-V,CR-V,4263382,901010800
6728155,20221202,26,Civic G,G,112,Civic,City,6728155,396973988
8552777,20230605,29,RS,HR-V G,66,City,HR-V,8552777,967448883
411037,20240115,29,RS,Civic RS,25,City,Civic,411037,937979670
161223,20230930,66,HR-V G,HR-V G,66,HR-V,HR-V,161223,966175561
6319984,20230901,232,BR-V G,HR-V G,66,BR-V,HR-V,6319984,909601858
6046012,20220325,29,RS,L,28,City,City,6046012,933522059
6123528,20231025,243,G,e:HEV RS,240,CR-V,CR-V,6123528,989451592
5621923,20240121,243,G,HR-V RS,191,CR-V,HR-V,5621923,968079343
8256354,20240201,2,Accord,Civic Type R,198,Accord,Civic Type R,8256354,903381357
2570125,20230731,32,CR-V E,HR-V G,66,CR-V,HR-V,2570125,984124131
6396251,20231107,29,RS,L,28,City,City,6396251,327432401
2818400,20230212,67,HR-V L,G,112,HR-V,City,2818400,91332693
3159464,20220421,135,CR-V LSE (Phiên Bản Đặc Biệt),HR-V L,67,CR-V,HR-V,3159464,912966259
477154,20220924,32,CR-V E,CR-V E,32,CR-V,CR-V,477154,917637272
6556928,20220711,28,L,Civic E,27,City,Civic,6556928,985454031
5590237,20221120,32,CR-V E,CR-V E,32,CR-V,CR-V,5590237,912008085
7557720,20230410,191,HR-V RS,CR-V E,32,HR-V,CR-V,7557720,982345022
8777619,20240103,29,RS,Civic E,27,City,Civic,8777619,937067894
2850116,20220301,27,Civic E,Civic G,26,Civic,Civic,2850116,935349559
599759,20210427,2,Accord,Civic E,27,Accord,Civic,599759,939787999
1023750,20230204,66,HR-V G,Civic G,26,HR-V,Civic,1023750,903433706
5847540,20220926,29,RS,G,112,City,City,5847540,918844685
3141292,20220629,191,HR-V RS,CR-V LSE (Phiên Bản Đặc Biệt),135,HR-V,CR-V,3141292,982172239
4829702,20230711,27,Civic E,Civic RS,25,Civic,Civic,4829702,985466653
7150514,20231211,29,RS,HR-V G,66,City,HR-V,7150514,985689361
8336508,20231231,243,G,G,243,CR-V,CR-V,8336508,857989777
4619880,20220802,191,HR-V RS,Civic RS,25,HR-V,Civic,4619880,933550669
5519032,20231205,66,HR-V G,HR-V RS,191,HR-V,HR-V,5519032,912996661
3664706,20210323,112,G,Civic RS,25,City,Civic,3664706,982267798
4495356,20230318,66,HR-V G,HR-V RS,191,HR-V,HR-V,4495356,971043379
4692291,20240108,191,HR-V RS,Civic E,27,HR-V,Civic,4692291,941857357
2818400,20230212,67,HR-V L,RS,29,HR-V,City,2818400,91332693
9211201,20230930,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V E,32,CR-V,CR-V,9211201,913334489
6197171,20220912,27,Civic E,Civic G,26,Civic,Civic,6197171,907056880
5119238,20220123,28,L,Civic RS,25,City,Civic,5119238,913065133
7470227,20230102,29,RS,Accord,2,City,Accord,7470227,987568485
5550826,20220805,27,Civic E,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic,CR-V,5550826,909257296
9325738,20231027,243,G,G,243,CR-V,CR-V,9325738,364660676
5385056,20220812,25,Civic RS,Accord,2,Civic,Accord,5385056,905699958
6046012,20220325,32,CR-V E,L,28,CR-V,City,6046012,933522059
4079344,20220804,2,Accord,HR-V RS,191,Accord,HR-V,4079344,989222862
381653,20211029,2,Accord,Civic RS,25,Accord,Civic,381653,937203848
5546939,20230204,25,Civic RS,L,28,Civic,City,5546939,849999122
45838,20230130,191,HR-V RS,HR-V RS,191,HR-V,HR-V,45838,905565607
3893593,20230819,198,Civic Type R,CR-V G,31,Civic Type R,CR-V,3893593,377788468
6587529,20220622,29,RS,HR-V RS,191,City,HR-V,6587529,966181916
6319984,20221026,112,G,RS,29,City,City,6319984,909601858
118335,20230512,66,HR-V G,HR-V L,67,HR-V,HR-V,118335,969690291
8977275,20230817,112,G,G,112,City,City,8977275,789221682
136192,20240113,2,Accord,e HEV RS,240,Accord,CR-V,136192,914656969
5305426,20231129,112,G,BR-V L,231,City,BR-V,5305426,912896386
9353539,20231212,242,L,L AWD,241,CR-V,CR-V,9353539,974029266
7667105,20221207,67,HR-V L,HR-V L,67,HR-V,HR-V,7667105,373798009
1837858,20230713,28,L,G,112,City,City,1837858,966451825
5080214,20230715,28,L,G,112,City,City,5080214,987515666
8018118,20230424,2,Accord,CR-V LSE (Phiên Bản Đặc Biệt),135,Accord,CR-V,8018118,986693633
381653,20211104,135,CR-V LSE (Phiên Bản Đặc Biệt),Accord,2,CR-V,Accord,381653,937203848
13290,20230803,232,BR-V G,HR-V RS,191,BR-V,HR-V,13290,973870601
3272738,20240202,27,Civic E,L,28,Civic,City,3272738,968762728
5385056,20220812,27,Civic E,Brio G,17,Civic,Brio,5385056,905699958
5069843,20220530,112,G,G,112,City,City,5069843,862261089
9103436,20230921,29,RS,Civic Type R,198,City,Civic Type R,9103436,389210516
2750431,20230731,29,RS,Accord,2,City,Accord,2750431,941676169
2550617,20220824,67,HR-V L,HR-V RS,191,HR-V,HR-V,2550617,983792186
9211201,20230930,198,Civic Type R,Civic E,27,Civic Type R,Civic,9211201,913334489
2462379,20230909,32,CR-V E,RS,29,CR-V,City,2462379,939594484
5845243,20240113,27,Civic E,Civic G,26,Civic,Civic,5845243,961249295
8063427,20230409,66,HR-V G,Civic RS,25,HR-V,Civic,8063427,933999657
6438918,20231002,29,RS,BR-V G,232,City,BR-V,6438918,982848283
3489255,20230118,31,CR-V G,CR-V L,103,CR-V,CR-V,3489255,984833119
5385056,20220820,112,G,Accord,2,City,Accord,5385056,905699958
6048167,20220521,103,CR-V L,CR-V E,32,CR-V,CR-V,6048167,982408866
3331756,20230331,67,HR-V L,CR-V E,32,HR-V,CR-V,3331756,963975579
7916989,20240110,191,HR-V RS,HR-V G,66,HR-V,HR-V,7916989,966650947
5384135,20221219,31,CR-V G,HR-V RS,191,CR-V,HR-V,5384135,976892605
126220,20230704,232,BR-V G,BR-V L,231,BR-V,BR-V,126220,901268839
610221,20221009,32,CR-V E,HR-V L,67,CR-V,HR-V,610221,915357388
6016466,20221207,32,CR-V E,CR-V G,31,CR-V,CR-V,6016466,968844346
7470227,20221105,27,Civic E,RS,29,Civic,City,7470227,987568485
7470227,20221105,25,Civic RS,RS,29,Civic,City,7470227,987568485
215439,20221215,25,Civic RS,Civic G,26,Civic,Civic,215439,932963436
3412857,20210308,27,Civic E,Accord,2,Civic,Accord,3412857,975089953
660799,20201016,18,Brio RS,Brio G,17,Brio,Brio,660799,981673686
6542662,20230314,25,Civic RS,Civic G,26,Civic,Civic,6542662,984125639
8215856,20230822,32,CR-V E,G,112,CR-V,City,8215856,888986822
8436077,20230709,112,G,G,112,City,City,8436077,961006535
1176048,20230219,27,Civic E,Civic E,27,Civic,Civic,1176048,979717956
6245832,20220719,29,RS,G,112,City,City,6245832,913384717
6220850,20220829,135,CR-V LSE (Phiên Bản Đặc Biệt),HR-V RS,191,CR-V,HR-V,6220850,977170772
223669,20220220,66,HR-V G,HR-V G,66,HR-V,HR-V,223669,984327427
13595,20221108,191,HR-V RS,Civic RS,25,HR-V,Civic,13595,904392522
6854901,20230624,198,Civic Type R,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic Type R,CR-V,6854901,976017377
4336239,20230322,112,G,RS,29,City,City,4336239,372130788
2021988,20200906,17,Brio G,Brio G,17,Brio,Brio,2021988,989595265
6247895,20220506,2,Accord,CR-V L,103,Accord,CR-V,6247895,886886905
3886083,20230227,27,Civic E,HR-V L,67,Civic,HR-V,3886083,986223446
3349554,20220527,26,Civic G,Accord,2,Civic,Accord,3349554,834819334
8303470,20230406,66,HR-V G,G,112,HR-V,City,8303470,901554495
8748118,20230726,29,RS,L,28,City,City,8748118,904996313
9610082,20240110,232,BR-V G,RS,29,BR-V,City,9610082,908744196
1008901,20210523,17,Brio G,G,112,Brio,City,1008901,905768859
8652247,20230805,191,HR-V RS,Civic E,27,HR-V,Civic,8652247,935218279
6046012,20220325,29,RS,G,112,City,City,6046012,933522059
6418551,20230301,26,Civic G,Civic E,27,Civic,Civic,6418551,981313308
31704,20230127,27,Civic E,Civic G,26,Civic,Civic,31704,964305034
9906796,20240201,112,G,G,112,City,City,9906796,919458179
176092,20230722,232,BR-V G,BR-V L,231,BR-V,BR-V,176092,965610336
1409873,20210220,17,Brio G,Brio RS 2 màu,20,Brio,Brio,1409873,903854282
2139689,20230207,32,CR-V E,CR-V L,103,CR-V,CR-V,2139689,936958485
10615,20221215,32,CR-V E,CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,10615,983313922
45838,20220909,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V L,103,CR-V,CR-V,45838,905565607
7191984,20221221,27,Civic E,Accord,2,Civic,Accord,7191984,984294959
5599942,20230924,231,BR-V L,G,112,BR-V,City,5599942,989662383
682371,20200911,103,CR-V L,HR-V L,67,CR-V,HR-V,682371,989100711
6251718,20220702,112,G,Civic E,27,City,Civic,6251718,393974369
3332459,20221219,29,RS,L,28,City,City,3332459,913998879
5459444,20230812,27,Civic E,G,112,Civic,City,5459444,905610068
6046012,20221208,67,HR-V L,HR-V RS,191,HR-V,HR-V,6046012,933522059
8018118,20230406,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,8018118,986693633
8876861,20231006,191,HR-V RS,HR-V G,66,HR-V,HR-V,8876861,944434447
2249,20221116,25,Civic RS,G,112,Civic,City,2249,912862326
6387027,20220713,32,CR-V E,HR-V L,67,CR-V,HR-V,6387027,2462828777
6123528,20230802,29,RS,Civic G,26,City,Civic,6123528,989451592
2752082,20220810,2,Accord,CR-V L,103,Accord,CR-V,2752082,985151206
5902685,20220522,25,Civic RS,CR-V E,32,Civic,CR-V,5902685,797850987
2125136,20220521,25,Civic RS,Accord,2,Civic,Accord,2125136,385830995
8672146,20230718,29,RS,G,112,City,City,8672146,903805368
3756327,20230815,29,RS,Civic E,27,City,Civic,3756327,945121966
6048167,20220509,103,CR-V L,Civic G,26,CR-V,Civic,6048167,982408866
3365702,20220712,67,HR-V L,Civic E,27,HR-V,Civic,3365702,987111033
19701,20231228,242,L,L AWD,241,CR-V,CR-V,19701,905818739
8057,20231027,241,L AWD,BR-V G,232,CR-V,BR-V,8057,778887722
6542662,20230314,25,Civic RS,Civic E,27,Civic,Civic,6542662,984125639
9197648,20230927,29,RS,L,28,City,City,9197648,367484742
3445274,20230119,27,Civic E,HR-V G,66,Civic,HR-V,3445274,911645939
5385056,20220812,27,Civic E,Brio RS 2 màu,20,Civic,Brio,5385056,905699958
6187933,20221219,66,HR-V G,HR-V L,67,HR-V,HR-V,6187933,977833345
2869342,20231025,243,G,HR-V L,67,CR-V,HR-V,2869342,983382798
8761310,20230908,112,G,BR-V G,232,City,BR-V,8761310,374810984
4370217,20231002,32,CR-V E,BR-V G,232,CR-V,BR-V,4370217,979929239
9109302,20231124,27,Civic E,HR-V G,66,Civic,HR-V,9109302,397707363
398643,20231213,243,G,G,243,CR-V,CR-V,398643,976622288
5376776,20230807,112,G,L,28,City,City,5376776,929012212
6245634,20230916,112,G,BR-V G,232,City,BR-V,6245634,933730168
1806808,20201030,18,Brio RS,Brio RS,18,Brio,Brio,1806808,908226213
4189762,20220709,135,CR-V LSE (Phiên Bản Đặc Biệt),L,28,CR-V,City,4189762,917386990
5319613,20231026,241,L AWD,HR-V G,66,CR-V,HR-V,5319613,913656557
6581174,20221123,32,CR-V E,CR-V E,32,CR-V,CR-V,6581174,914036868
5546939,20230204,25,Civic RS,RS,29,Civic,City,5546939,849999122
5400373,20230204,198,Civic Type R,CR-V E,32,Civic Type R,CR-V,5400373,972205353
7667105,20221208,135,CR-V LSE (Phiên Bản Đặc Biệt),CR-V L,103,CR-V,CR-V,7667105,373798009
3848401,20221208,191,HR-V RS,HR-V L,67,HR-V,HR-V,3848401,972018998
9408712,20231103,27,Civic E,Civic E,27,Civic,Civic,9408712,965760862
5255371,20231113,231,BR-V L,HR-V G,66,BR-V,HR-V,5255371,936083607
3440,20220623,27,Civic E,Civic G,26,Civic,Civic,3440,977280898
1056445,20231201,241,L AWD,e HEV RS,240,CR-V,CR-V,1056445,912641213
7667105,20230104,112,G,RS,29,City,City,7667105,373798009
5288590,20220712,2,Accord,Civic RS,25,Accord,Civic,5288590,908215316
7353336,20221017,67,HR-V L,Civic RS,25,HR-V,Civic,7353336,397360099
7372270,20221206,103,CR-V L,CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,7372270,917624426
7329479,20221010,27,Civic E,L,28,Civic,City,7329479,934577691
3171978,20230706,26,Civic G,Civic E,27,Civic,Civic,3171978,916818464
4092738,20230203,66,HR-V G,G,112,HR-V,City,4092738,828363682
9211201,20230930,67,HR-V L,CR-V LSE (Phiên Bản Đặc Biệt),135,HR-V,CR-V,9211201,913334489
3028746,20230602,66,HR-V G,HR-V G,66,HR-V,HR-V,3028746,974886239
6599823,20220618,32,CR-V E,CR-V LSE (Phiên Bản Đặc Biệt),135,CR-V,CR-V,6599823,396369526
1434285,20230210,112,G,G,112,City,City,1434285,838924121
9605442,20240116,241,L AWD,Civic RS,25,CR-V,Civic,9605442,982593032
6509082,20240201,242,L,e HEV RS,240,CR-V,CR-V,6509082,919536530
7969074,20230721,112,G,CR-V E,32,City,CR-V,7969074,398488327
359229,20220522,2,Accord,RS,29,Accord,City,359229,919632063
1806808,20201030,20,Brio RS 2 màu,Brio RS,18,Brio,Brio,1806808,908226213
6617823,20220702,191,HR-V RS,RS,29,HR-V,City,6617823,982002780
2258332,20231230,25,Civic RS,Accord,2,Civic,Accord,2258332,327463000
8211321,20231220,198,Civic Type R,G,243,Civic Type R,CR-V,8211321,983325324
2531134,20230730,25,Civic RS,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic,CR-V,2531134,965190050
7488426,20230929,112,G,G,112,City,City,7488426,935196886
9887513,20240119,112,G,Accord,2,City,Accord,9887513,974245759
5159055,20211028,112,G,Civic RS,25,City,Civic,5159055,973916801
4088076,20210804,29,RS,Civic RS,25,City,Civic,4088076,352741977
9034285,20230830,29,RS,BR-V L,231,City,BR-V,9034285,978470342
381653,20211014,135,CR-V LSE (Phiên Bản Đặc Biệt),Accord,2,CR-V,Accord,381653,937203848
4423814,20220504,25,Civic RS,Civic G,26,Civic,Civic,4423814,903039272
6339113,20230505,28,L,RS,29,City,City,6339113,907722686
3633836,20230317,112,G,Civic RS,25,City,Civic,3633836,908555084
2210,20201225,31,CR-V G,CR-V L,103,CR-V,CR-V,2210,886901888
7150514,20231001,191,HR-V RS,Civic RS,25,HR-V,Civic,7150514,985689361
2268,20211113,27,Civic E,Civic G,26,Civic,Civic,2268,975313535
2565114,20220706,103,CR-V L,HR-V L,67,CR-V,HR-V,2565114,912162856
1023750,20230129,66,HR-V G,HR-V G,66,HR-V,HR-V,1023750,903433706
8024249,20230507,27,Civic E,RS,29,Civic,City,8024249,763554468
411037,20200820,28,City L,Civic E,27,City,Civic,411037,937979670
8837445,20230903,28,L,G,112,City,City,8837445,977436079
8766495,20231017,29,RS,G,112,City,City,8766495,964653529
6030,20201027,28,City RS,G,112,City,City,6030,983558765
2129118,20220512,67,HR-V L,Accord,2,HR-V,Accord,2129118,981425525
3405643,20230323,191,HR-V RS,CR-V E,32,HR-V,CR-V,3405643,966325721
6046012,20221209,191,HR-V RS,CR-V L,103,HR-V,CR-V,6046012,933522059
4499603,20220901,112,G,HR-V L,67,City,HR-V,4499603,935686268
188027,20221219,191,HR-V RS,HR-V RS,191,HR-V,HR-V,188027,9164557
126220,20230704,232,BR-V G,BR-V G,232,BR-V,BR-V,126220,901268839
6781,20230703,27,Civic E,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic,CR-V,6781,961667679
6374857,20220928,25,Civic RS,CR-V LSE (Phiên Bản Đặc Biệt),135,Civic,CR-V,6374857,832373777
1979125,20220617,191,HR-V RS,CR-V L,103,HR-V,CR-V,1979125,936545752
417814,20221002,29,RS,Civic E,27,City,Civic,417814,902281689
406397,20230317,112,G,RS,29,City,City,406397,911009898
8896069,20230803,231,BR-V L,HR-V RS,191,BR-V,HR-V,8896069,826466266
